timestamp,SpO2,pulse_rate
2025-03-14 22:44:26.990641,96.9,74.7
2025-03-14 22:44:36.990641,98.1,78.8
2025-03-14 22:44:46.990641,97.6,77.0
2025-03-14 22:44:56.990641,98.1,79.6
2025-03-14 22:45:06.990641,96.0,76.0
2025-03-14 22:45:16.990641,99.1,73.8
2025-03-14 22:45:26.990641,96.5,81.7
2025-03-14 22:45:36.990641,98.1,78.4
2025-03-14 22:45:46.990641,97.7,72.4
2025-03-14 22:45:56.990641,98.1,78.2
2025-03-14 22:46:06.990641,94.9,76.3
2025-03-14 22:46:16.990641,93.9,75.0
2025-03-14 22:46:26.990641,95.0,74.5
2025-03-14 22:46:36.990641,96.8,70.6
2025-03-14 22:46:46.990641,99.4,69.7
2025-03-14 22:46:56.990641,96.9,75.6
2025-03-14 22:47:06.990641,96.6,77.1
2025-03-14 22:47:16.990641,98.7,73.1
2025-03-14 22:47:26.990641,97.2,79.3
2025-03-14 22:47:36.990641,97.9,98.2
2025-03-14 22:47:46.990641,98.3,91.9
2025-03-14 22:47:56.990641,98.9,83.0
2025-03-14 22:48:06.990641,97.3,94.1
2025-03-14 22:48:16.990641,99.6,89.6
2025-03-14 22:48:26.990641,98.9,86.1
2025-03-14 22:48:36.990641,97.6,88.6
2025-03-14 22:48:46.990641,97.9,90.7
2025-03-14 22:48:56.990641,98.9,86.9
2025-03-14 22:49:06.990641,97.0,95.1
2025-03-14 22:49:16.990641,96.1,91.1
2025-03-14 22:49:26.990641,96.9,73.5
2025-03-14 22:49:36.990641,98.4,92.6
2025-03-14 22:49:46.990641,99.0,94.8
2025-03-14 22:49:56.990641,97.9,86.9
2025-03-14 22:50:06.990641,97.3,81.4
2025-03-14 22:50:16.990641,97.1,82.8
2025-03-14 22:50:26.990641,96.6,93.2
2025-03-14 22:50:36.990641,95.3,90.2
2025-03-14 22:50:46.990641,96.6,99.0
2025-03-14 22:50:56.990641,98.4,81.1
2025-03-14 22:51:06.990641,98.3,89.7
2025-03-14 22:51:16.990641,98.2,94.6
2025-03-14 22:51:26.990641,97.9,91.0
2025-03-14 22:51:36.990641,96.0,85.9
2025-03-14 22:51:46.990641,97.9,90.6
2025-03-14 22:51:56.990641,98.3,81.6
2025-03-14 22:52:06.990641,98.3,92.2
2025-03-14 22:52:16.990641,99.0,91.8
2025-03-14 22:52:26.990641,96.4,80.1
2025-03-14 22:52:36.990641,97.2,85.4
2025-03-14 22:52:46.990641,98.0,70.4
2025-03-14 22:52:56.990641,98.4,67.6
2025-03-14 22:53:06.990641,96.6,81.2
2025-03-14 22:53:16.990641,98.8,75.8
2025-03-14 22:53:26.990641,98.8,74.6
2025-03-14 22:53:36.990641,98.9,80.7
2025-03-14 22:53:46.990641,98.5,77.1
2025-03-14 22:53:56.990641,99.9,70.9
2025-03-14 22:54:06.990641,98.2,68.4
2025-03-14 22:54:16.990641,98.3,81.2
2025-03-14 22:54:26.990641,99.3,82.3
2025-03-14 22:54:36.990641,96.9,73.5
2025-03-14 22:54:46.990641,97.0,72.0
2025-03-14 22:54:56.990641,96.7,80.2
2025-03-14 22:55:06.990641,96.5,82.9
2025-03-14 22:55:16.990641,95.9,72.2
2025-03-14 22:55:26.990641,100.2,75.9
2025-03-14 22:55:36.990641,97.0,67.5
2025-03-14 22:55:46.990641,98.2,75.7
2025-03-14 22:55:56.990641,97.4,75.9
2025-03-14 22:56:06.990641,98.6,75.9
2025-03-14 22:56:16.990641,98.0,83.5
2025-03-14 22:56:26.990641,99.5,77.4
2025-03-14 22:56:36.990641,97.9,77.3
2025-03-14 22:56:46.990641,96.7,65.0
2025-03-14 22:56:56.990641,96.6,76.7
2025-03-14 22:57:06.990641,97.3,70.0
2025-03-14 22:57:16.990641,98.2,75.7
2025-03-14 22:57:26.990641,98.2,74.6
2025-03-14 22:57:36.990641,98.8,71.5
2025-03-14 22:57:46.990641,98.0,76.8
2025-03-14 22:57:56.990641,94.6,73.8
2025-03-14 22:58:06.990641,97.3,75.2
2025-03-14 22:58:16.990641,99.4,86.5
2025-03-14 22:58:26.990641,97.9,70.9
2025-03-14 22:58:36.990641,99.6,76.5
2025-03-14 22:58:46.990641,97.2,78.3
2025-03-14 22:58:56.990641,98.9,71.8
2025-03-14 22:59:06.990641,97.8,81.3
2025-03-14 22:59:16.990641,100.2,67.7
2025-03-14 22:59:26.990641,97.5,77.6
2025-03-14 22:59:36.990641,98.2,73.6
2025-03-14 22:59:46.990641,98.6,70.2
2025-03-14 22:59:56.990641,98.5,71.3
2025-03-14 23:00:06.990641,97.7,77.5
2025-03-14 23:00:16.990641,99.1,75.3
2025-03-14 23:00:26.990641,96.3,69.6
2025-03-14 23:00:36.990641,97.5,78.4
2025-03-14 23:00:46.990641,97.5,77.5
2025-03-14 23:00:56.990641,98.1,80.4
2025-03-14 23:01:06.990641,98.4,75.4
2025-03-14 23:01:16.990641,97.5,78.7
2025-03-14 23:01:26.990641,98.6,78.9
2025-03-14 23:01:36.990641,97.4,73.0
2025-03-14 23:01:46.990641,97.9,85.1
2025-03-14 23:01:56.990641,99.8,72.1
2025-03-14 23:02:06.990641,96.9,70.1
2025-03-14 23:02:16.990641,97.8,78.0
2025-03-14 23:02:26.990641,98.8,79.0
2025-03-14 23:02:36.990641,99.2,75.9
2025-03-14 23:02:46.990641,97.4,83.9
2025-03-14 23:02:56.990641,98.8,75.6
2025-03-14 23:03:06.990641,97.5,74.7
2025-03-14 23:03:16.990641,97.6,71.3
2025-03-14 23:03:26.990641,97.6,77.5
2025-03-14 23:03:36.990641,96.3,71.1
2025-03-14 23:03:46.990641,83.1,71.5
2025-03-14 23:03:56.990641,97.3,74.8
2025-03-14 23:04:06.990641,98.0,71.7
2025-03-14 23:04:16.990641,98.0,71.3
2025-03-14 23:04:26.990641,97.6,75.7
2025-03-14 23:04:36.990641,97.5,66.7
2025-03-14 23:04:46.990641,98.0,73.7
2025-03-14 23:04:56.990641,97.9,69.3
2025-03-14 23:05:06.990641,98.5,63.0
2025-03-14 23:05:16.990641,98.8,84.9
2025-03-14 23:05:26.990641,98.4,72.7
2025-03-14 23:05:36.990641,97.8,75.3
2025-03-14 23:05:46.990641,96.8,78.7
2025-03-14 23:05:56.990641,96.5,78.9
2025-03-14 23:06:06.990641,97.0,69.8
2025-03-14 23:06:16.990641,96.0,76.8
2025-03-14 23:06:26.990641,98.6,75.9
2025-03-14 23:06:36.990641,99.5,77.1
2025-03-14 23:06:46.990641,98.8,67.8
2025-03-14 23:06:56.990641,98.6,78.1
2025-03-14 23:07:06.990641,98.0,74.9
2025-03-14 23:07:16.990641,97.0,75.9
2025-03-14 23:07:26.990641,97.5,77.2
2025-03-14 23:07:36.990641,98.4,76.5
2025-03-14 23:07:46.990641,97.4,81.4
2025-03-14 23:07:56.990641,99.6,81.9
2025-03-14 23:08:06.990641,97.8,78.5
2025-03-14 23:08:16.990641,97.6,69.8
2025-03-14 23:08:26.990641,98.4,71.9
2025-03-14 23:08:36.990641,98.7,73.2
2025-03-14 23:08:46.990641,98.0,79.5
2025-03-14 23:08:56.990641,98.4,73.4
2025-03-14 23:09:06.990641,98.1,79.9
2025-03-14 23:09:16.990641,83.1,78.7
2025-03-14 23:09:26.990641,98.1,80.7
2025-03-14 23:09:36.990641,100.0,70.8
2025-03-14 23:09:46.990641,97.6,68.5
2025-03-14 23:09:56.990641,97.7,68.5
2025-03-14 23:10:06.990641,99.6,71.5
2025-03-14 23:10:16.990641,97.8,63.6
2025-03-14 23:10:26.990641,98.4,70.8
2025-03-14 23:10:36.990641,98.6,75.0
2025-03-14 23:10:46.990641,97.2,74.1
2025-03-14 23:10:56.990641,97.7,67.9
2025-03-14 23:11:06.990641,98.1,74.1
2025-03-14 23:11:16.990641,98.0,81.1
2025-03-14 23:11:26.990641,98.3,84.6
2025-03-14 23:11:36.990641,98.3,73.6
2025-03-14 23:11:46.990641,98.6,75.6
2025-03-14 23:11:56.990641,98.2,75.6
2025-03-14 23:12:06.990641,99.9,68.3
2025-03-14 23:12:16.990641,98.5,77.0
2025-03-14 23:12:26.990641,98.7,74.8
2025-03-14 23:12:36.990641,98.3,81.3
2025-03-14 23:12:46.990641,98.4,75.5
2025-03-14 23:12:56.990641,99.7,75.2
2025-03-14 23:13:06.990641,97.1,77.8
2025-03-14 23:13:16.990641,97.6,78.3
2025-03-14 23:13:26.990641,98.0,79.5
2025-03-14 23:13:36.990641,97.8,74.4
2025-03-14 23:13:46.990641,98.1,77.9
2025-03-14 23:13:56.990641,96.3,69.9
2025-03-14 23:14:06.990641,97.3,74.8
2025-03-14 23:14:16.990641,95.6,65.9
2025-03-14 23:14:26.990641,98.1,78.8
2025-03-14 23:14:36.990641,98.5,78.3
2025-03-14 23:14:46.990641,97.5,81.6
2025-03-14 23:14:56.990641,97.7,81.9
2025-03-14 23:15:06.990641,99.5,74.4
2025-03-14 23:15:16.990641,96.4,78.4
2025-03-14 23:15:26.990641,99.4,68.9
2025-03-14 23:15:36.990641,98.5,70.3
2025-03-14 23:15:46.990641,97.6,78.5
2025-03-14 23:15:56.990641,98.5,79.5
2025-03-14 23:16:06.990641,97.5,76.7
2025-03-14 23:16:16.990641,97.1,79.7
2025-03-14 23:16:26.990641,99.5,79.6
2025-03-14 23:16:36.990641,97.4,77.8
2025-03-14 23:16:46.990641,98.0,70.0
2025-03-14 23:16:56.990641,97.6,73.6
2025-03-14 23:17:06.990641,95.3,73.9
2025-03-14 23:17:16.990641,99.1,73.9
2025-03-14 23:17:26.990641,96.1,66.6
2025-03-14 23:17:36.990641,99.0,81.2
2025-03-14 23:17:46.990641,98.1,73.3
2025-03-14 23:17:56.990641,99.3,78.8
2025-03-14 23:18:06.990641,96.4,74.7
2025-03-14 23:18:16.990641,99.5,73.7
2025-03-14 23:18:26.990641,99.3,73.8
2025-03-14 23:18:36.990641,100.0,80.7
2025-03-14 23:18:46.990641,98.7,79.6
2025-03-14 23:18:56.990641,96.4,77.4
2025-03-14 23:19:06.990641,98.4,67.6
2025-03-14 23:19:16.990641,97.2,71.8
2025-03-14 23:19:26.990641,98.3,71.8
2025-03-14 23:19:36.990641,97.0,74.6
2025-03-14 23:19:46.990641,98.1,78.7
2025-03-14 23:19:56.990641,95.7,68.2
2025-03-14 23:20:06.990641,98.1,68.4
2025-03-14 23:20:16.990641,99.5,68.2
2025-03-14 23:20:26.990641,97.1,72.1
2025-03-14 23:20:36.990641,100.3,68.6
2025-03-14 23:20:46.990641,100.3,71.3
2025-03-14 23:20:56.990641,98.4,79.0
2025-03-14 23:21:06.990641,96.9,74.9
2025-03-14 23:21:16.990641,99.0,75.8
2025-03-14 23:21:26.990641,97.6,78.3
2025-03-14 23:21:36.990641,96.6,77.4
2025-03-14 23:21:46.990641,96.5,65.6
2025-03-14 23:21:56.990641,98.5,78.1
2025-03-14 23:22:06.990641,97.1,72.9
2025-03-14 23:22:16.990641,98.6,83.5
2025-03-14 23:22:26.990641,96.5,77.5
2025-03-14 23:22:36.990641,96.1,72.3
2025-03-14 23:22:46.990641,98.5,82.3
2025-03-14 23:22:56.990641,98.7,72.4
2025-03-14 23:23:06.990641,98.0,75.2
2025-03-14 23:23:16.990641,99.1,82.6
2025-03-14 23:23:26.990641,97.0,77.1
2025-03-14 23:23:36.990641,96.8,84.7
2025-03-14 23:23:46.990641,97.5,75.1
2025-03-14 23:23:56.990641,98.1,71.0
2025-03-14 23:24:06.990641,99.6,75.5
2025-03-14 23:24:16.990641,97.8,70.7
2025-03-14 23:24:26.990641,99.8,80.5
2025-03-14 23:24:36.990641,96.4,73.1
2025-03-14 23:24:46.990641,98.1,78.0
2025-03-14 23:24:56.990641,97.7,76.1
2025-03-14 23:25:06.990641,98.0,75.7
2025-03-14 23:25:16.990641,98.4,78.1
2025-03-14 23:25:26.990641,97.7,76.5
2025-03-14 23:25:36.990641,100.1,80.7
2025-03-14 23:25:46.990641,98.6,73.2
2025-03-14 23:25:56.990641,98.4,70.9
2025-03-14 23:26:06.990641,97.9,73.4
2025-03-14 23:26:16.990641,96.9,76.0
2025-03-14 23:26:26.990641,98.7,73.7
2025-03-14 23:26:36.990641,96.1,80.8
2025-03-14 23:26:46.990641,97.6,76.0
2025-03-14 23:26:56.990641,97.2,80.0
2025-03-14 23:27:06.990641,98.0,74.8
2025-03-14 23:27:16.990641,98.4,73.3
2025-03-14 23:27:26.990641,99.3,78.1
2025-03-14 23:27:36.990641,96.8,75.7
2025-03-14 23:27:46.990641,97.5,73.7
2025-03-14 23:27:56.990641,96.5,78.1
2025-03-14 23:28:06.990641,97.3,76.5
2025-03-14 23:28:16.990641,98.9,77.2
2025-03-14 23:28:26.990641,95.8,79.3
2025-03-14 23:28:36.990641,97.6,70.8
2025-03-14 23:28:46.990641,99.9,71.1
2025-03-14 23:28:56.990641,99.4,71.3
2025-03-14 23:29:06.990641,98.4,75.3
2025-03-14 23:29:16.990641,95.2,72.7
2025-03-14 23:29:26.990641,98.8,79.9
2025-03-14 23:29:36.990641,99.2,81.1
2025-03-14 23:29:46.990641,98.1,80.0
2025-03-14 23:29:56.990641,98.5,71.1
2025-03-14 23:30:06.990641,99.0,85.9
2025-03-14 23:30:16.990641,98.6,80.3
2025-03-14 23:30:26.990641,95.8,79.9
2025-03-14 23:30:36.990641,96.6,81.4
2025-03-14 23:30:46.990641,97.2,71.2
2025-03-14 23:30:56.990641,99.6,77.0
2025-03-14 23:31:06.990641,99.1,76.0
2025-03-14 23:31:16.990641,96.9,73.2
2025-03-14 23:31:26.990641,101.0,71.5
2025-03-14 23:31:36.990641,97.5,76.5
2025-03-14 23:31:46.990641,97.0,71.8
2025-03-14 23:31:56.990641,98.0,76.0
2025-03-14 23:32:06.990641,97.8,76.7
2025-03-14 23:32:16.990641,97.4,86.3
2025-03-14 23:32:26.990641,98.9,74.6
2025-03-14 23:32:36.990641,96.7,77.7
2025-03-14 23:32:46.990641,97.4,80.5
2025-03-14 23:32:56.990641,99.2,79.6
2025-03-14 23:33:06.990641,96.3,72.7
2025-03-14 23:33:16.990641,98.9,72.0
2025-03-14 23:33:26.990641,98.5,80.3
2025-03-14 23:33:36.990641,97.8,79.4
2025-03-14 23:33:46.990641,97.2,68.5
2025-03-14 23:33:56.990641,97.1,78.0
2025-03-14 23:34:06.990641,96.8,82.6
2025-03-14 23:34:16.990641,98.7,74.5
2025-03-14 23:34:26.990641,96.6,76.9
2025-03-14 23:34:36.990641,99.0,67.5
2025-03-14 23:34:46.990641,97.7,81.1
2025-03-14 23:34:56.990641,98.9,68.9
2025-03-14 23:35:06.990641,96.7,74.2
2025-03-14 23:35:16.990641,96.6,70.8
2025-03-14 23:35:26.990641,97.4,69.8
2025-03-14 23:35:36.990641,99.7,77.1
2025-03-14 23:35:46.990641,98.6,72.3
2025-03-14 23:35:56.990641,99.5,71.2
2025-03-14 23:36:06.990641,98.6,75.1
2025-03-14 23:36:16.990641,96.8,72.9
2025-03-14 23:36:26.990641,97.1,72.9
2025-03-14 23:36:36.990641,97.8,70.0
2025-03-14 23:36:46.990641,99.3,69.6
2025-03-14 23:36:56.990641,99.0,75.9
2025-03-14 23:37:06.990641,99.1,67.1
2025-03-14 23:37:16.990641,98.5,76.0
2025-03-14 23:37:26.990641,96.8,71.9
2025-03-14 23:37:36.990641,97.1,80.5
2025-03-14 23:37:46.990641,97.9,81.4
2025-03-14 23:37:56.990641,97.7,75.6
2025-03-14 23:38:06.990641,99.3,77.4
2025-03-14 23:38:16.990641,83.2,71.5
2025-03-14 23:38:26.990641,98.3,81.9
2025-03-14 23:38:36.990641,98.4,71.2
2025-03-14 23:38:46.990641,101.6,69.4
2025-03-14 23:38:56.990641,99.7,76.8
2025-03-14 23:39:06.990641,95.6,68.1
2025-03-14 23:39:16.990641,98.8,85.6
2025-03-14 23:39:26.990641,98.0,81.0
2025-03-14 23:39:36.990641,96.8,81.9
2025-03-14 23:39:46.990641,99.0,72.2
2025-03-14 23:39:56.990641,97.6,82.3
2025-03-14 23:40:06.990641,97.7,75.2
2025-03-14 23:40:16.990641,98.8,75.2
2025-03-14 23:40:26.990641,96.4,77.4
2025-03-14 23:40:36.990641,95.7,74.5
2025-03-14 23:40:46.990641,97.6,70.1
2025-03-14 23:40:56.990641,97.1,84.7
2025-03-14 23:41:06.990641,96.3,77.2
2025-03-14 23:41:16.990641,98.8,74.5
2025-03-14 23:41:26.990641,99.3,74.9
2025-03-14 23:41:36.990641,97.4,77.3
2025-03-14 23:41:46.990641,97.5,80.9
2025-03-14 23:41:56.990641,97.0,77.6
2025-03-14 23:42:06.990641,97.6,81.5
2025-03-14 23:42:16.990641,98.3,69.4
2025-03-14 23:42:26.990641,99.3,70.1
2025-03-14 23:42:36.990641,98.3,78.1
2025-03-14 23:42:46.990641,100.2,82.8
2025-03-14 23:42:56.990641,99.3,67.0
2025-03-14 23:43:06.990641,97.4,74.2
2025-03-14 23:43:16.990641,98.3,74.7
2025-03-14 23:43:26.990641,96.7,74.2
2025-03-14 23:43:36.990641,98.3,75.3
2025-03-14 23:43:46.990641,98.2,71.6
2025-03-14 23:43:56.990641,98.2,76.2
2025-03-14 23:44:06.990641,98.3,66.2
2025-03-14 23:44:16.990641,99.0,74.1
2025-03-14 23:44:26.990641,97.4,72.2
2025-03-14 23:44:36.990641,98.3,68.8
2025-03-14 23:44:46.990641,97.2,73.1
2025-03-14 23:44:56.990641,96.7,79.2
2025-03-14 23:45:06.990641,97.3,72.1
2025-03-14 23:45:16.990641,97.2,76.3
2025-03-14 23:45:26.990641,95.4,77.7
2025-03-14 23:45:36.990641,96.2,76.2
2025-03-14 23:45:46.990641,99.1,70.6
2025-03-14 23:45:56.990641,99.6,71.6
2025-03-14 23:46:06.990641,98.7,77.5
2025-03-14 23:46:16.990641,97.6,72.6
2025-03-14 23:46:26.990641,97.5,69.7
2025-03-14 23:46:36.990641,98.3,73.8
2025-03-14 23:46:46.990641,95.2,79.3
2025-03-14 23:46:56.990641,98.3,70.2
2025-03-14 23:47:06.990641,100.7,67.9
2025-03-14 23:47:16.990641,99.5,81.0
2025-03-14 23:47:26.990641,97.3,74.6
2025-03-14 23:47:36.990641,97.9,77.0
2025-03-14 23:47:46.990641,97.1,76.7
2025-03-14 23:47:56.990641,97.0,74.5
2025-03-14 23:48:06.990641,98.0,77.3
2025-03-14 23:48:16.990641,96.1,75.3
2025-03-14 23:48:26.990641,97.3,71.9
2025-03-14 23:48:36.990641,98.6,72.3
2025-03-14 23:48:46.990641,95.9,69.2
2025-03-14 23:48:56.990641,98.6,74.2
2025-03-14 23:49:06.990641,96.4,74.8
2025-03-14 23:49:16.990641,98.4,84.2
2025-03-14 23:49:26.990641,97.5,69.3
2025-03-14 23:49:36.990641,99.2,83.0
2025-03-14 23:49:46.990641,96.9,81.9
2025-03-14 23:49:56.990641,98.8,82.5
2025-03-14 23:50:06.990641,96.3,78.3
2025-03-14 23:50:16.990641,98.3,78.6
2025-03-14 23:50:26.990641,97.5,69.5
2025-03-14 23:50:36.990641,97.8,72.9
2025-03-14 23:50:46.990641,98.3,75.9
2025-03-14 23:50:56.990641,96.2,72.3
2025-03-14 23:51:06.990641,97.8,68.8
2025-03-14 23:51:16.990641,98.0,82.0
2025-03-14 23:51:26.990641,99.2,75.5
2025-03-14 23:51:36.990641,97.9,90.2
2025-03-14 23:51:46.990641,98.1,74.7
2025-03-14 23:51:56.990641,98.8,80.3
2025-03-14 23:52:06.990641,98.4,81.3
2025-03-14 23:52:16.990641,97.3,74.8
2025-03-14 23:52:26.990641,98.4,78.3
2025-03-14 23:52:36.990641,98.1,86.4
2025-03-14 23:52:46.990641,98.5,80.5
2025-03-14 23:52:56.990641,97.0,72.9
2025-03-14 23:53:06.990641,99.2,71.5
2025-03-14 23:53:16.990641,97.4,66.9
2025-03-14 23:53:26.990641,97.5,75.4
2025-03-14 23:53:36.990641,98.2,70.1
2025-03-14 23:53:46.990641,98.1,73.9
2025-03-14 23:53:56.990641,97.4,70.4
2025-03-14 23:54:06.990641,99.0,76.1
2025-03-14 23:54:16.990641,99.8,72.4
2025-03-14 23:54:26.990641,98.0,72.5
2025-03-14 23:54:36.990641,98.2,74.1
2025-03-14 23:54:46.990641,97.7,80.1
2025-03-14 23:54:56.990641,98.1,71.1
2025-03-14 23:55:06.990641,98.2,71.6
2025-03-14 23:55:16.990641,100.4,71.2
2025-03-14 23:55:26.990641,97.6,73.5
2025-03-14 23:55:36.990641,98.9,69.0
2025-03-14 23:55:46.990641,97.8,80.7
2025-03-14 23:55:56.990641,96.1,80.9
2025-03-14 23:56:06.990641,98.8,76.3
2025-03-14 23:56:16.990641,98.0,73.8
2025-03-14 23:56:26.990641,99.3,77.5
2025-03-14 23:56:36.990641,99.2,78.3
2025-03-14 23:56:46.990641,97.4,72.6
2025-03-14 23:56:56.990641,99.4,68.9
2025-03-14 23:57:06.990641,98.6,77.8
