timestamp,SpO2,pulse_rate
2025-03-14 22:42:05.367455,98.0,71.8
2025-03-14 22:42:15.367455,97.5,84.9
2025-03-14 22:42:25.367455,100.8,72.2
2025-03-14 22:42:35.367455,94.7,71.4
2025-03-14 22:42:45.367455,95.3,85.0
2025-03-14 22:42:55.367455,96.9,85.0
2025-03-14 22:43:05.367455,97.6,78.3
2025-03-14 22:43:15.367455,97.9,65.1
2025-03-14 22:43:25.367455,98.2,77.4
2025-03-14 22:43:35.367455,97.4,69.8
2025-03-14 22:43:45.367455,99.2,76.8
2025-03-14 22:43:55.367455,97.9,81.6
2025-03-14 22:44:05.367455,97.7,92.0
2025-03-14 22:44:15.367455,99.4,87.8
2025-03-14 22:44:25.367455,97.5,89.9
2025-03-14 22:44:35.367455,98.1,84.2
2025-03-14 22:44:45.367455,97.4,96.0
2025-03-14 22:44:55.367455,97.7,99.3
2025-03-14 22:45:05.367455,98.9,85.2
2025-03-14 22:45:15.367455,98.7,95.8
2025-03-14 22:45:25.367455,99.2,82.7
2025-03-14 22:45:35.367455,97.4,100.0
2025-03-14 22:45:45.367455,98.6,100.0
2025-03-14 22:45:55.367455,96.7,89.2
2025-03-14 22:46:05.367455,98.1,87.9
2025-03-14 22:46:15.367455,98.2,86.4
2025-03-14 22:46:25.367455,98.1,82.3
2025-03-14 22:46:35.367455,98.1,95.5
2025-03-14 22:46:45.367455,99.5,84.6
2025-03-14 22:46:55.367455,97.7,81.7
2025-03-14 22:47:05.367455,99.0,89.5
2025-03-14 22:47:15.367455,96.1,85.6
2025-03-14 22:47:25.367455,97.9,88.8
2025-03-14 22:47:35.367455,98.1,88.5
2025-03-14 22:47:45.367455,98.3,88.7
2025-03-14 22:47:55.367455,97.6,79.4
2025-03-14 22:48:05.367455,98.7,98.0
2025-03-14 22:48:15.367455,98.4,92.1
2025-03-14 22:48:25.367455,97.1,98.1
2025-03-14 22:48:35.367455,98.7,94.7
2025-03-14 22:48:45.367455,98.0,89.9
2025-03-14 22:48:55.367455,98.6,85.4
2025-03-14 22:49:05.367455,98.3,91.4
2025-03-14 22:49:15.367455,98.6,71.6
2025-03-14 22:49:25.367455,98.8,69.4
2025-03-14 22:49:35.367455,98.0,70.2
2025-03-14 22:49:45.367455,100.6,77.0
2025-03-14 22:49:55.367455,97.6,70.5
2025-03-14 22:50:05.367455,100.0,77.8
2025-03-14 22:50:15.367455,99.4,80.1
2025-03-14 22:50:25.367455,80.8,80.4
2025-03-14 22:50:35.367455,98.9,70.1
2025-03-14 22:50:45.367455,97.2,73.0
2025-03-14 22:50:55.367455,98.0,71.3
2025-03-14 22:51:05.367455,97.2,73.0
2025-03-14 22:51:15.367455,97.0,81.5
2025-03-14 22:51:25.367455,98.5,82.9
2025-03-14 22:51:35.367455,96.8,74.2
2025-03-14 22:51:45.367455,99.6,77.6
2025-03-14 22:51:55.367455,99.3,75.3
2025-03-14 22:52:05.367455,97.7,76.7
2025-03-14 22:52:15.367455,98.3,70.5
2025-03-14 22:52:25.367455,98.4,77.6
2025-03-14 22:52:35.367455,98.0,78.7
2025-03-14 22:52:45.367455,98.3,74.1
2025-03-14 22:52:55.367455,97.3,78.1
2025-03-14 22:53:05.367455,98.9,82.9
2025-03-14 22:53:15.367455,97.8,72.9
2025-03-14 22:53:25.367455,96.6,77.0
2025-03-14 22:53:35.367455,98.5,69.9
2025-03-14 22:53:45.367455,98.6,76.1
2025-03-14 22:53:55.367455,98.4,68.9
2025-03-14 22:54:05.367455,98.7,67.2
2025-03-14 22:54:15.367455,96.2,70.2
2025-03-14 22:54:25.367455,98.5,67.2
2025-03-14 22:54:35.367455,98.9,71.8
2025-03-14 22:54:45.367455,98.1,70.3
2025-03-14 22:54:55.367455,98.1,79.4
2025-03-14 22:55:05.367455,98.7,77.5
2025-03-14 22:55:15.367455,99.1,71.9
2025-03-14 22:55:25.367455,97.3,80.4
2025-03-14 22:55:35.367455,98.3,74.7
2025-03-14 22:55:45.367455,98.3,73.0
2025-03-14 22:55:55.367455,98.5,75.5
2025-03-14 22:56:05.367455,99.0,81.2
2025-03-14 22:56:15.367455,96.9,75.2
2025-03-14 22:56:25.367455,98.8,70.2
2025-03-14 22:56:35.367455,100.5,83.2
2025-03-14 22:56:45.367455,98.3,79.1
2025-03-14 22:56:55.367455,97.3,79.4
2025-03-14 22:57:05.367455,99.3,75.0
2025-03-14 22:57:15.367455,99.8,69.9
2025-03-14 22:57:25.367455,97.3,66.3
2025-03-14 22:57:35.367455,99.2,77.1
2025-03-14 22:57:45.367455,96.8,69.7
2025-03-14 22:57:55.367455,97.7,77.9
2025-03-14 22:58:05.367455,97.0,68.7
2025-03-14 22:58:15.367455,98.6,66.0
2025-03-14 22:58:25.367455,97.9,77.7
2025-03-14 22:58:35.367455,97.8,84.8
2025-03-14 22:58:45.367455,98.4,80.8
2025-03-14 22:58:55.367455,99.6,77.9
2025-03-14 22:59:05.367455,97.6,70.8
2025-03-14 22:59:15.367455,97.0,73.5
2025-03-14 22:59:25.367455,97.9,78.5
2025-03-14 22:59:35.367455,98.1,68.7
2025-03-14 22:59:45.367455,97.7,71.4
2025-03-14 22:59:55.367455,96.8,75.4
2025-03-14 23:00:05.367455,97.1,66.2
2025-03-14 23:00:15.367455,96.2,71.3
2025-03-14 23:00:25.367455,98.9,63.7
2025-03-14 23:00:35.367455,97.7,73.8
2025-03-14 23:00:45.367455,96.0,83.7
2025-03-14 23:00:55.367455,99.1,70.2
2025-03-14 23:01:05.367455,97.2,76.6
2025-03-14 23:01:15.367455,100.3,76.3
2025-03-14 23:01:25.367455,98.3,72.6
2025-03-14 23:01:35.367455,99.1,78.3
2025-03-14 23:01:45.367455,98.6,73.4
2025-03-14 23:01:55.367455,95.8,67.5
2025-03-14 23:02:05.367455,98.9,79.4
2025-03-14 23:02:15.367455,99.5,72.4
2025-03-14 23:02:25.367455,96.3,78.7
2025-03-14 23:02:35.367455,99.3,71.9
2025-03-14 23:02:45.367455,97.2,76.9
2025-03-14 23:02:55.367455,98.1,72.3
2025-03-14 23:03:05.367455,97.4,85.2
2025-03-14 23:03:15.367455,100.7,77.0
2025-03-14 23:03:25.367455,97.6,78.9
2025-03-14 23:03:35.367455,98.1,67.6
2025-03-14 23:03:45.367455,99.3,79.6
2025-03-14 23:03:55.367455,98.8,76.4
2025-03-14 23:04:05.367455,96.5,74.4
2025-03-14 23:04:15.367455,97.5,68.5
2025-03-14 23:04:25.367455,98.8,76.4
2025-03-14 23:04:35.367455,98.0,71.7
2025-03-14 23:04:45.367455,97.4,69.9
2025-03-14 23:04:55.367455,98.9,73.1
2025-03-14 23:05:05.367455,96.8,73.5
2025-03-14 23:05:15.367455,98.7,72.1
2025-03-14 23:05:25.367455,98.6,69.3
2025-03-14 23:05:35.367455,98.6,70.9
2025-03-14 23:05:45.367455,97.1,82.1
2025-03-14 23:05:55.367455,98.5,77.7
2025-03-14 23:06:05.367455,97.1,68.1
2025-03-14 23:06:15.367455,97.5,81.0
2025-03-14 23:06:25.367455,99.2,76.0
2025-03-14 23:06:35.367455,97.2,77.8
2025-03-14 23:06:45.367455,98.5,75.5
2025-03-14 23:06:55.367455,98.8,77.2
2025-03-14 23:07:05.367455,98.0,74.9
2025-03-14 23:07:15.367455,97.3,65.8
2025-03-14 23:07:25.367455,97.8,75.2
2025-03-14 23:07:35.367455,97.4,69.5
2025-03-14 23:07:45.367455,98.4,68.6
2025-03-14 23:07:55.367455,97.4,78.4
2025-03-14 23:08:05.367455,97.8,80.5
2025-03-14 23:08:15.367455,96.6,82.0
2025-03-14 23:08:25.367455,98.7,82.1
2025-03-14 23:08:35.367455,96.5,85.5
2025-03-14 23:08:45.367455,99.2,78.3
2025-03-14 23:08:55.367455,97.1,73.8
2025-03-14 23:09:05.367455,96.8,75.4
2025-03-14 23:09:15.367455,98.0,80.2
2025-03-14 23:09:25.367455,96.6,71.7
2025-03-14 23:09:35.367455,98.4,63.3
2025-03-14 23:09:45.367455,96.5,80.4
2025-03-14 23:09:55.367455,98.0,80.7
2025-03-14 23:10:05.367455,97.1,71.5
2025-03-14 23:10:15.367455,98.2,76.6
2025-03-14 23:10:25.367455,97.3,77.5
2025-03-14 23:10:35.367455,97.0,78.8
2025-03-14 23:10:45.367455,100.1,71.8
2025-03-14 23:10:55.367455,96.8,66.9
2025-03-14 23:11:05.367455,98.6,76.8
2025-03-14 23:11:15.367455,97.4,68.5
2025-03-14 23:11:25.367455,98.4,81.0
2025-03-14 23:11:35.367455,96.7,75.1
2025-03-14 23:11:45.367455,100.4,74.6
2025-03-14 23:11:55.367455,99.8,81.9
2025-03-14 23:12:05.367455,98.8,79.9
2025-03-14 23:12:15.367455,97.8,81.8
2025-03-14 23:12:25.367455,98.2,74.1
2025-03-14 23:12:35.367455,98.2,60.5
2025-03-14 23:12:45.367455,98.8,71.2
2025-03-14 23:12:55.367455,97.8,72.9
2025-03-14 23:13:05.367455,96.9,74.4
2025-03-14 23:13:15.367455,96.7,75.3
2025-03-14 23:13:25.367455,96.7,79.9
2025-03-14 23:13:35.367455,98.1,79.3
2025-03-14 23:13:45.367455,98.5,73.9
2025-03-14 23:13:55.367455,97.5,79.7
2025-03-14 23:14:05.367455,97.8,76.4
2025-03-14 23:14:15.367455,97.8,74.4
2025-03-14 23:14:25.367455,99.7,71.1
2025-03-14 23:14:35.367455,96.1,72.0
2025-03-14 23:14:45.367455,100.0,79.3
2025-03-14 23:14:55.367455,97.1,70.1
2025-03-14 23:15:05.367455,97.9,72.8
2025-03-14 23:15:15.367455,96.7,72.0
2025-03-14 23:15:25.367455,96.7,71.1
2025-03-14 23:15:35.367455,98.0,78.4
2025-03-14 23:15:45.367455,97.8,77.9
2025-03-14 23:15:55.367455,96.5,76.3
2025-03-14 23:16:05.367455,99.4,80.0
2025-03-14 23:16:15.367455,97.8,78.6
2025-03-14 23:16:25.367455,97.7,72.5
2025-03-14 23:16:35.367455,97.3,65.9
2025-03-14 23:16:45.367455,97.0,71.2
2025-03-14 23:16:55.367455,96.8,76.1
2025-03-14 23:17:05.367455,99.3,72.1
2025-03-14 23:17:15.367455,98.5,72.1
2025-03-14 23:17:25.367455,97.1,78.0
2025-03-14 23:17:35.367455,100.2,89.6
2025-03-14 23:17:45.367455,98.8,68.9
2025-03-14 23:17:55.367455,97.0,73.3
2025-03-14 23:18:05.367455,99.6,71.0
2025-03-14 23:18:15.367455,100.0,82.2
2025-03-14 23:18:25.367455,97.6,73.2
2025-03-14 23:18:35.367455,100.0,80.3
2025-03-14 23:18:45.367455,97.5,73.0
2025-03-14 23:18:55.367455,98.4,69.2
2025-03-14 23:19:05.367455,98.0,74.7
2025-03-14 23:19:15.367455,97.6,79.5
2025-03-14 23:19:25.367455,97.0,68.1
2025-03-14 23:19:35.367455,97.5,70.8
2025-03-14 23:19:45.367455,98.5,104.7
2025-03-14 23:19:55.367455,97.3,80.3
2025-03-14 23:20:05.367455,96.9,71.6
2025-03-14 23:20:15.367455,98.4,79.3
2025-03-14 23:20:25.367455,97.6,72.3
2025-03-14 23:20:35.367455,100.0,65.5
2025-03-14 23:20:45.367455,97.6,84.1
2025-03-14 23:20:55.367455,98.9,73.0
2025-03-14 23:21:05.367455,97.0,73.7
2025-03-14 23:21:15.367455,99.2,76.6
2025-03-14 23:21:25.367455,98.6,76.9
2025-03-14 23:21:35.367455,98.2,75.2
2025-03-14 23:21:45.367455,97.6,84.6
2025-03-14 23:21:55.367455,96.2,71.7
2025-03-14 23:22:05.367455,97.3,77.3
2025-03-14 23:22:15.367455,98.3,67.8
2025-03-14 23:22:25.367455,99.5,76.2
2025-03-14 23:22:35.367455,99.3,74.3
2025-03-14 23:22:45.367455,97.9,71.2
2025-03-14 23:22:55.367455,96.4,76.0
2025-03-14 23:23:05.367455,97.7,76.8
2025-03-14 23:23:15.367455,96.2,74.5
2025-03-14 23:23:25.367455,96.6,77.6
2025-03-14 23:23:35.367455,97.4,76.7
2025-03-14 23:23:45.367455,98.7,75.2
2025-03-14 23:23:55.367455,96.9,67.7
2025-03-14 23:24:05.367455,96.1,74.9
2025-03-14 23:24:15.367455,97.1,75.5
2025-03-14 23:24:25.367455,97.2,74.4
2025-03-14 23:24:35.367455,96.7,69.4
2025-03-14 23:24:45.367455,97.2,73.5
2025-03-14 23:24:55.367455,98.3,72.6
2025-03-14 23:25:05.367455,97.4,71.8
2025-03-14 23:25:15.367455,98.3,70.6
2025-03-14 23:25:25.367455,96.7,89.5
2025-03-14 23:25:35.367455,98.0,73.6
2025-03-14 23:25:45.367455,98.4,77.4
2025-03-14 23:25:55.367455,100.0,70.4
2025-03-14 23:26:05.367455,99.8,82.0
2025-03-14 23:26:15.367455,98.3,90.0
2025-03-14 23:26:25.367455,98.4,81.1
2025-03-14 23:26:35.367455,98.9,84.3
2025-03-14 23:26:45.367455,97.8,70.4
2025-03-14 23:26:55.367455,99.7,80.2
2025-03-14 23:27:05.367455,98.5,71.9
2025-03-14 23:27:15.367455,97.7,78.8
2025-03-14 23:27:25.367455,97.3,69.5
2025-03-14 23:27:35.367455,99.6,86.4
2025-03-14 23:27:45.367455,96.9,76.3
2025-03-14 23:27:55.367455,96.8,77.3
2025-03-14 23:28:05.367455,97.6,79.6
2025-03-14 23:28:15.367455,98.8,67.7
2025-03-14 23:28:25.367455,98.2,76.9
2025-03-14 23:28:35.367455,98.9,76.3
2025-03-14 23:28:45.367455,99.7,68.8
2025-03-14 23:28:55.367455,97.7,77.7
2025-03-14 23:29:05.367455,97.9,78.9
2025-03-14 23:29:15.367455,98.2,78.7
2025-03-14 23:29:25.367455,97.6,70.8
2025-03-14 23:29:35.367455,97.0,80.0
2025-03-14 23:29:45.367455,98.8,85.5
2025-03-14 23:29:55.367455,98.6,79.1
2025-03-14 23:30:05.367455,97.6,79.5
2025-03-14 23:30:15.367455,96.9,66.8
2025-03-14 23:30:25.367455,99.3,75.5
2025-03-14 23:30:35.367455,98.4,75.4
2025-03-14 23:30:45.367455,96.9,78.1
2025-03-14 23:30:55.367455,98.6,79.6
2025-03-14 23:31:05.367455,97.5,67.5
2025-03-14 23:31:15.367455,98.3,71.8
2025-03-14 23:31:25.367455,96.8,70.6
2025-03-14 23:31:35.367455,98.2,70.0
2025-03-14 23:31:45.367455,97.6,76.4
2025-03-14 23:31:55.367455,97.9,75.0
2025-03-14 23:32:05.367455,96.5,69.8
2025-03-14 23:32:15.367455,97.2,73.7
2025-03-14 23:32:25.367455,99.7,75.2
2025-03-14 23:32:35.367455,97.7,74.0
2025-03-14 23:32:45.367455,97.7,71.1
2025-03-14 23:32:55.367455,97.8,73.1
2025-03-14 23:33:05.367455,97.5,77.5
2025-03-14 23:33:15.367455,96.9,77.5
2025-03-14 23:33:25.367455,100.0,74.8
2025-03-14 23:33:35.367455,99.0,76.0
2025-03-14 23:33:45.367455,99.0,79.2
2025-03-14 23:33:55.367455,98.8,70.6
2025-03-14 23:34:05.367455,97.9,72.3
2025-03-14 23:34:15.367455,96.1,68.1
2025-03-14 23:34:25.367455,98.2,72.5
2025-03-14 23:34:35.367455,97.3,75.5
2025-03-14 23:34:45.367455,98.3,76.4
2025-03-14 23:34:55.367455,99.9,67.9
2025-03-14 23:35:05.367455,99.0,76.2
2025-03-14 23:35:15.367455,98.3,84.7
2025-03-14 23:35:25.367455,98.2,74.0
2025-03-14 23:35:35.367455,99.1,70.8
2025-03-14 23:35:45.367455,98.8,75.2
2025-03-14 23:35:55.367455,98.6,66.7
2025-03-14 23:36:05.367455,99.8,75.5
2025-03-14 23:36:15.367455,99.0,67.0
2025-03-14 23:36:25.367455,96.4,80.1
2025-03-14 23:36:35.367455,98.2,73.8
2025-03-14 23:36:45.367455,96.7,72.6
2025-03-14 23:36:55.367455,98.7,80.4
2025-03-14 23:37:05.367455,96.4,76.4
2025-03-14 23:37:15.367455,98.3,69.5
2025-03-14 23:37:25.367455,99.1,77.8
2025-03-14 23:37:35.367455,98.6,74.0
2025-03-14 23:37:45.367455,97.8,78.0
2025-03-14 23:37:55.367455,99.4,69.8
2025-03-14 23:38:05.367455,97.7,78.4
2025-03-14 23:38:15.367455,96.3,73.2
2025-03-14 23:38:25.367455,97.7,82.3
2025-03-14 23:38:35.367455,96.6,70.8
2025-03-14 23:38:45.367455,98.2,71.4
2025-03-14 23:38:55.367455,97.0,80.0
2025-03-14 23:39:05.367455,100.3,69.8
2025-03-14 23:39:15.367455,98.8,80.5
2025-03-14 23:39:25.367455,97.0,74.3
2025-03-14 23:39:35.367455,97.9,72.3
2025-03-14 23:39:45.367455,99.7,77.9
2025-03-14 23:39:55.367455,98.0,75.6
2025-03-14 23:40:05.367455,98.5,73.1
2025-03-14 23:40:15.367455,98.5,70.0
2025-03-14 23:40:25.367455,100.3,76.6
2025-03-14 23:40:35.367455,97.3,66.2
2025-03-14 23:40:45.367455,99.2,73.0
2025-03-14 23:40:55.367455,99.1,76.9
2025-03-14 23:41:05.367455,97.5,71.5
2025-03-14 23:41:15.367455,97.8,75.6
2025-03-14 23:41:25.367455,97.4,77.4
2025-03-14 23:41:35.367455,96.3,76.3
2025-03-14 23:41:45.367455,97.8,73.8
2025-03-14 23:41:55.367455,97.2,71.0
2025-03-14 23:42:05.367455,97.5,78.9
2025-03-14 23:42:15.367455,99.5,78.0
2025-03-14 23:42:25.367455,95.0,73.1
2025-03-14 23:42:35.367455,97.0,73.3
2025-03-14 23:42:45.367455,96.5,67.5
2025-03-14 23:42:55.367455,99.6,77.1
2025-03-14 23:43:05.367455,98.0,73.6
2025-03-14 23:43:15.367455,97.2,78.8
2025-03-14 23:43:25.367455,98.7,75.6
2025-03-14 23:43:35.367455,98.0,78.7
2025-03-14 23:43:45.367455,99.0,77.8
2025-03-14 23:43:55.367455,98.1,82.0
2025-03-14 23:44:05.367455,99.7,72.3
2025-03-14 23:44:15.367455,97.5,76.8
2025-03-14 23:44:25.367455,98.4,72.0
2025-03-14 23:44:35.367455,97.2,78.8
2025-03-14 23:44:45.367455,99.4,75.8
2025-03-14 23:44:55.367455,98.9,67.4
2025-03-14 23:45:05.367455,98.1,77.5
2025-03-14 23:45:15.367455,98.1,77.5
2025-03-14 23:45:25.367455,97.1,74.6
2025-03-14 23:45:35.367455,99.7,73.0
2025-03-14 23:45:45.367455,96.9,73.5
2025-03-14 23:45:55.367455,99.6,72.5
2025-03-14 23:46:05.367455,98.3,76.9
2025-03-14 23:46:15.367455,97.9,71.9
2025-03-14 23:46:25.367455,98.4,74.5
2025-03-14 23:46:35.367455,96.1,72.2
2025-03-14 23:46:45.367455,95.3,78.2
2025-03-14 23:46:55.367455,98.8,77.2
2025-03-14 23:47:05.367455,98.4,73.7
2025-03-14 23:47:15.367455,98.0,71.9
2025-03-14 23:47:25.367455,98.1,68.1
2025-03-14 23:47:35.367455,96.3,68.8
2025-03-14 23:47:45.367455,97.4,81.3
2025-03-14 23:47:55.367455,98.0,74.3
2025-03-14 23:48:05.367455,98.0,79.9
2025-03-14 23:48:15.367455,97.4,69.5
2025-03-14 23:48:25.367455,99.1,71.0
2025-03-14 23:48:35.367455,97.6,77.1
2025-03-14 23:48:45.367455,97.5,79.5
2025-03-14 23:48:55.367455,97.8,80.1
2025-03-14 23:49:05.367455,97.8,75.1
2025-03-14 23:49:15.367455,97.0,79.8
2025-03-14 23:49:25.367455,98.4,63.8
2025-03-14 23:49:35.367455,98.1,73.8
2025-03-14 23:49:45.367455,100.4,76.4
2025-03-14 23:49:55.367455,97.8,69.6
2025-03-14 23:50:05.367455,98.2,75.5
2025-03-14 23:50:15.367455,98.6,75.7
2025-03-14 23:50:25.367455,100.0,74.2
2025-03-14 23:50:35.367455,98.7,78.6
2025-03-14 23:50:45.367455,97.2,73.3
2025-03-14 23:50:55.367455,98.0,80.5
2025-03-14 23:51:05.367455,99.0,79.2
2025-03-14 23:51:15.367455,98.6,76.8
2025-03-14 23:51:25.367455,97.2,80.7
2025-03-14 23:51:35.367455,96.9,69.6
2025-03-14 23:51:45.367455,98.2,70.2
2025-03-14 23:51:55.367455,97.0,72.7
2025-03-14 23:52:05.367455,96.1,76.5
2025-03-14 23:52:15.367455,97.7,67.8
2025-03-14 23:52:25.367455,99.0,79.7
2025-03-14 23:52:35.367455,97.0,69.6
2025-03-14 23:52:45.367455,99.6,71.8
2025-03-14 23:52:55.367455,98.4,84.8
2025-03-14 23:53:05.367455,98.6,68.6
2025-03-14 23:53:15.367455,98.1,68.6
2025-03-14 23:53:25.367455,96.0,74.9
2025-03-14 23:53:35.367455,98.4,77.9
